-0.536296  0.000000e+00  0.000000e+00
-0.504296  0.000000e+00  0.000000e+00
-0.473296  0.000000e+00  0.000000e+00
-0.441296  0.000000e+00  0.000000e+00
-0.410296  0.000000e+00  0.000000e+00
-0.379296  0.000000e+00  0.000000e+00
-0.347296  0.000000e+00  0.000000e+00
-0.316296  0.000000e+00  0.000000e+00
-0.284296  0.000000e+00  0.000000e+00
-0.253296  0.000000e+00  0.000000e+00
-0.222296  1.060000e-14  0.000000e+00
-0.190296  7.525000e-08  0.000000e+00
-0.159296  4.423000e-03  0.000000e+00
-0.127296  2.502000e+00  0.000000e+00
-0.096296  2.265000e+01  0.000000e+00
-0.064296  6.633000e+00  0.000000e+00
-0.033296  3.902000e-02  0.000000e+00
-0.002296  2.413000e-06  0.000000e+00
 0.029704  1.258000e-12  0.000000e+00
 0.060704  0.000000e+00  0.000000e+00
 0.092704  0.000000e+00  0.000000e+00
 0.123704  0.000000e+00  0.000000e+00
 0.154704  0.000000e+00  0.000000e+00
 0.186704  0.000000e+00  0.000000e+00
 0.217704  0.000000e+00  0.000000e+00
 0.249704  0.000000e+00  0.000000e+00
 0.280704  0.000000e+00  0.000000e+00
 0.311704  0.000000e+00  0.000000e+00
 0.343704  0.000000e+00  0.000000e+00
 0.374704  0.000000e+00  0.000000e+00
 0.406704  0.000000e+00  0.000000e+00
 0.437704  0.000000e+00  0.000000e+00
 0.469704  0.000000e+00  0.000000e+00
 0.500704  0.000000e+00  0.000000e+00
 0.531704  0.000000e+00  0.000000e+00
 0.563704  0.000000e+00  0.000000e+00
 0.594704  0.000000e+00  0.000000e+00
 0.626704  0.000000e+00  0.000000e+00
 0.657704  0.000000e+00  0.000000e+00
 0.688704  0.000000e+00  0.000000e+00
 0.720704  0.000000e+00  0.000000e+00
 0.751704  0.000000e+00  0.000000e+00
 0.783704  0.000000e+00  0.000000e+00
 0.814704  0.000000e+00  0.000000e+00
 0.846704  0.000000e+00  0.000000e+00
 0.877704  0.000000e+00  0.000000e+00
 0.908704  0.000000e+00  0.000000e+00
 0.940704  0.000000e+00  0.000000e+00
 0.971704  0.000000e+00  0.000000e+00
 1.003704  0.000000e+00  0.000000e+00
 1.034704  0.000000e+00  0.000000e+00
 1.065704  0.000000e+00  0.000000e+00
 1.097704  0.000000e+00  0.000000e+00
 1.128704  0.000000e+00  0.000000e+00
 1.160704  0.000000e+00  0.000000e+00
 1.191704  0.000000e+00  0.000000e+00
 1.223704  0.000000e+00  0.000000e+00
 1.254704  0.000000e+00  0.000000e+00
 1.285704  0.000000e+00  0.000000e+00
 1.317704  0.000000e+00  0.000000e+00
 1.348704  0.000000e+00  0.000000e+00
 1.380704  0.000000e+00  0.000000e+00
 1.411704  0.000000e+00  0.000000e+00
 1.442704  0.000000e+00  0.000000e+00
 1.474704  0.000000e+00  0.000000e+00
 1.505704  0.000000e+00  0.000000e+00
