0 -277.9253478444
10 -277.9260142035
20 -277.9278307677
30 -277.9304470480
40 -277.9332189628
50 -277.9356071575
60 -277.9371873225
70 -277.9377607572
80 -277.9374320297
90 -277.9364471706
100 -277.9351864507
110 -277.9340585788
120 -277.9334304127
130 -277.9335230095
140 -277.9341462153
150 -277.9351566753
160 -277.9360450807
170 -277.9367085679
180 -277.9370073811
